Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Rex Burkhead,HOU,2021,N,1,1500000,1500000,186825534,0.008028881106,16,458,334,9,35,4,43,122,427,3.5,3,330,1,7,31,25,186,7.44,0,5.6,613,1422,4727,29,0.300281294,0.1296805585,0.1034482759,1699500,1699500,211673330
Jonathan Taylor,IND,2021,Y,4,7829150,1957287.5,187317746,0.01044902334,17,766,745,9,9,9,66,332,1811,5.454819277,18,1272,5,50,48,40,360,9,2,10.1,2171,2540,5901,49,0.712992126,0.3679037451,0.4081632653,2217606.738,8870426.95,212231006.2
James Robinson,JAX,2021,Y,3,2290000,763333.3333,180473269,0.004229619919,14,529,483,9,37,3,38,164,767,4.676829268,8,539,6,19,44,31,222,7.161290323,0,7.4,989,1755,5191,25,0.437037037,0.1905220574,0.32,864856.6667,2594570,204476213.8
Clyde Edwards-Helaire,KC,2021,Y,4,10821570,2705392.5,185112146,0.01461488378,12,377,330,16,30,3,22,132,613,4.643939394,4,326,2,12,26,21,142,6.761904762,2,8.8,755,1955,6746,53,0.3135549872,0.1119181737,0.1132075472,3065209.703,12260838.81,209732061.4
Josh Jacobs,OAK/LV,2021,Y,4,11933398,2983349.5,189930974,0.01570754594,16,680,632,18,26,2,54,230,955,4.152173913,9,683,3,23,69,58,392,6.75862069,0,7.8,1347,1617,6184,37,0.5905998763,0.2178201811,0.2432432432,3380134.984,13520539.93,215191793.5
Austin Ekeler,SD/LAC,2021,N,4,24500000,6125000,183047309,0.03346129497,16,731,656,47,28,4,44,206,911,4.422330097,12,621,8,22,88,70,647,9.242857143,8,8.9,1558,1834,6634,56,0.4967284624,0.2348507688,0.3571428571,6939625,27758500,207392601.1
Sony Michel,STL/LAR,2021,Y,4,9626695,2406673.75,184237455,0.01306289077,21,650,526,49,51,4,52,234,925,3.952991453,4,642,1,22,35,24,120,5,1,5.9,1045,1683,6325,51,0.5496137849,0.1652173913,0.09803921569,2726761.359,10907045.44,208741036.5
Myles Gaskin,MIA,2021,Y,4,2606777,651694.25,195163942,0.003339214423,17,578,506,16,41,11,72,173,612,3.537572254,3,378,2,12,62,49,234,4.775510204,4,5.2,846,1568,5219,33,0.3903061224,0.1621000192,0.2121212121,738369.5853,2953478.341,221120746.3
Dalvin Cook,MIN,2021,N,5,63000000,12600000,188620675,0.06680073645,13,607,561,15,24,4,49,250,1159,4.636,6,682,3,36,43,34,224,6.588235294,0,8.4,1383,1930,6168,44,0.6005181347,0.2242217899,0.1363636364,14275800,71379000,213707224.8
Damien Harris,NE,2021,Y,4,3631136,907784,200573159,0.004525949556,15,424,409,1,10,5,47,211,959,4.545023697,15,576,2,23,21,19,139,7.315789474,0,7.3,1098,2151,6008,48,0.4458391446,0.1827563249,0.3125,1028519.272,4114077.088,227249389.1
Alvin Kamara,NO,2021,N,5,75000000,15000000,185212258,0.08098816008,13,631,505,57,62,7,32,240,898,3.741666667,4,671,0,21,65,47,439,9.340425532,5,9.4,1337,1991,5177,41,0.4510296334,0.2582576782,0.2195121951,16995000,84975000,209845488.3
Saquon Barkley,NYG,2021,Y,4,31194751,7798687.75,182521051,0.04272760707,13,514,447,27,31,6,42,162,593,3.660493827,2,435,3,9,57,41,263,6.414634146,2,7.3,856,1688,4884,23,0.3513033175,0.1752661753,0.1739130435,8835913.221,35343652.88,206796350.8
Michael Carter,NYJ,2021,Y,4,4287368,1071842,205736640,0.005209776926,14,457,389,22,26,5,41,147,639,4.346938776,4,495,2,13,50,36,325,9.027777778,0,9.6,964,1667,5208,34,0.3833233353,0.1850998464,0.1176470588,1214396.986,4857587.944,233099613.1
Miles Sanders,PHI,2021,Y,4,5350175,1337543.75,189181452,0.007070163253,13,448,435,4,8,5,32,144,770,5.347222222,0,414,1,21,35,29,170,5.862068966,0,8.3,940,2715,6119,45,0.2836095764,0.1536198725,0,1515437.069,6061748.275,214342585.1
Najee Harris,PIT,2021,Y,4,13047447,3261861.75,175907130,0.01854309004,18,1008,905,59,44,11,121,319,1229,3.852664577,7,944,2,28,96,76,466,6.131578947,3,6.8,1695,1583,5361,33,0.7763739735,0.3161723559,0.303030303,3695689.363,14782757.45,199302778.3
Elijah Mitchell,SF,2021,Y,4,3663568,915892,195101014,0.00469445023,14,553,487,29,30,2,31,262,1132,4.320610687,6,901,0,31,27,26,194,7.461538462,1,8.2,1326,2166,6387,48,0.5226223453,0.2076092062,0.1458333333,1037705.636,4150822.544,221049448.9
Rashaad Penny,SEA,2021,Y,4,10765438,2691359.5,172703125,0.01558373365,10,253,237,5,11,0,18,119,749,6.294117647,6,538,0,19,7,6,48,8,0,10.5,797,2074,5506,48,0.3611378978,0.1447511805,0.125,3049310.314,12197241.25,195672640.6
Leonard Fournette,TB,2021,N,1,3250000,3250000,181119199,0.01794398395,15,685,627,7,50,2,39,193,863,4.471502591,10,600,2,17,92,78,510,6.538461538,2,6.7,1373,1672,6901,61,0.5161483254,0.1989566729,0.1967213115,3682250,3682250,205208052.5
Derrick Henry,TEN,2021,N,4,50000000,12500000,184416734,0.06778126762,9,441,419,11,8,3,41,239,999,4.179916318,11,784,1,20,20,18,154,8.555555556,0,9.2,1153,2404,5822,45,0.4155574043,0.19804191,0.2444444444,14162500,56650000,208944159.6
Antonio Gibson,WAS,2021,Y,4,4932636,1233159,193566718,0.006370718131,16,604,557,15,32,6,35,258,1035,4.011627907,7,728,7,24,53,42,294,7,3,8.3,1329,2061,5502,34,0.5021834061,0.2415485278,0.2941176471,1397169.147,5588676.588,219311091.5
