Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Joique Bell,DET,2014,N,1,2187000,2187000,132391778,0.01651915272,16,650,618,28,2,6,65,235,903,3.8,7,610,4,24,51,38,364,9.6,1,10.2,1267,1422,5452,33,0.635021097,0.2323917828,0.2424242424,2836539,2836539,171712136.1
Eddie Lacy,GB,2014,Y,4,3392412,848103,134037242,0.006327368329,18,776,758,8,10,2,76,285,1314,4.6,9,786,3,42,54,43,437,10.2,4,10.6,1751,1917,6178,52,0.6854460094,0.2834250567,0.25,1099989.591,4399958.364,173846302.9
Arian Foster,HOU,2014,N,5,43500000,8700000,132043412,0.06588742193,13,625,544,44,37,6,44,260,1246,4.8,8,736,2,34,56,38,327,8.6,5,7.4,1573,2161,5513,34,0.5765849144,0.2853255941,0.3823529412,11283900,56419500,171260305.4
Trent Richardson,IND,2014,Y,4,20489796,5122449,123726021,0.04140154964,16,488,467,5,16,4,87,158,515,3.3,3,367,2,10,33,27,229,8.5,0,9.1,744,1612,6506,51,0.3194789082,0.1143559791,0.05882352941,6643816.353,26575265.41,160472649.2
Denard Robinson,JAX,2014,Y,4,2373000,593250,129184374,0.004592273675,13,470,371,12,9,6,68,135,582,4.3,4,285,2,15,28,23,124,5.4,0,8.8,706,1633,4634,24,0.3563992652,0.1523521795,0.1666666667,769445.25,3077781,167552133.1
Jamaal Charles,KC,2014,N,2,18100000,9050000,132717955,0.06818971857,15,654,609,20,25,4,59,205,1039,5.1,9,540,5,22,52,40,291,7.3,5,8.1,1330,1918,5100,36,0.5417101147,0.2607843137,0.3888888889,11737850,23475700,172135187.6
Darren McFadden,OAK/LV,2014,N,1,1750000,1750000,124442456,0.0140627247,16,523,482,8,29,11,117,154,530,3.4,2,285,1,11,44,36,212,5.9,0,7.4,742,1240,4515,26,0.4274193548,0.1643410853,0.07692307692,2269750,2269750,161401865.4
Branden Oliver,SD/LAC,2014,Y,3,1530000,510000,134236725,0.003799258362,14,390,362,8,4,3,32,159,581,3.7,3,356,0,14,44,36,271,7.5,1,9.6,852,1367,5465,37,0.4250182882,0.1559011894,0.1081081081,661470,1984410,174105032.3
Tre Mason,STL/LAR,2014,Y,4,2980938,745234.5,131027131,0.005687635029,12,371,362,1,5,4,29,179,772,4.3,4,400,2,25,25,16,148,9.3,1,10.1,920,1635,5035,31,0.4721712538,0.1827209533,0.1612903226,966569.1465,3866276.586,169942188.9
Lamar Miller,MIA,2014,Y,4,2586000,646500,142455998,0.004538243451,16,646,597,27,21,4,55,216,1101,5.1,8,486,2,31,48,38,289,7.6,1,7.1,1390,1872,5601,39,0.5881410256,0.2481699696,0.2307692308,838510.5,3354042,184765429.4
Matt Asiata,MIN,2014,N,1,570000,570000,130020129,0.004383936583,15,615,515,8,9,3,89,164,570,3.5,9,336,1,7,58,44,312,7.1,1,8,882,1804,5048,29,0.3159645233,0.1747226624,0.3448275862,739290,739290,168636107.3
Jonas Gray,NE,2014,N,2,930000,465000,134321836,0.003461834753,9,215,164,0,1,0,21,93,416,4.5,5,218,0,9,3,1,7,7,0,3,423,1727,5848,47,0.240880139,0.07233242134,0.1063829787,603105,1206210,174215421.3
Mark Ingram,NO,2014,Y,4,7416750,1854187.5,131772234,0.01407115478,13,471,469,2,0,2,50,226,964,4.3,9,539,5,25,30,29,145,5,0,5.1,1109,1818,6582,49,0.5302530253,0.1684898207,0.1836734694,2404881.188,9619524.75,170908587.5
Andre Williams,NYG,2014,Y,4,2673600,668400,131935198,0.005066123446,16,533,520,1,2,4,66,216,720,3.3,7,461,1,10,28,18,130,7.2,0,8.3,850,1603,5875,43,0.4491578291,0.1446808511,0.1627906977,866914.8,3467659.2,171119951.8
Chris Ivory,NYJ,2014,N,3,6000000,2000000,118345094,0.01689972886,16,444,435,6,3,11,44,198,820,4.1,6,487,2,18,24,18,123,6.8,1,7.1,943,2280,5226,27,0.3596491228,0.1804439342,0.2592592593,2594000,7782000,153493586.9
LeSean McCoy,PHI,2014,N,5,45000000,9000000,134781802,0.06677459321,16,777,757,14,6,3,49,311,1319,4.2,5,639,5,34,34,29,155,5.3,0,6.9,1474,1992,6348,43,0.6621485944,0.2321991178,0.1162790698,11673000,58365000,174811997.2
Le'Veon Bell,PIT,2014,Y,4,4120600,1030150,131947647,0.007807263134,16,934,804,82,44,2,84,290,1361,4.7,8,706,0,34,100,83,854,10.3,3,10,2215,1752,6577,43,0.776826484,0.3367796868,0.2558139535,1336104.55,5344418.2,171136098.2
Frank Gore,SF,2014,N,3,19212550,6404183.333,131507823,0.04869811687,16,650,621,10,19,9,110,255,1103,4.3,4,585,2,31,15,11,111,10.1,1,9.3,1214,2176,5239,30,0.5068933824,0.2317236114,0.1666666667,8306225.783,24918677.35,170565646.4
Marshawn Lynch,SEA,2014,N,4,30000000,7500000,130434083,0.05750030841,19,846,781,26,39,3,60,343,1628,4.7,15,1058,6,47,50,42,430,10.2,4,10.4,2058,2762,6012,40,0.5894279508,0.3423153693,0.475,9727500,38910000,169173005.7
Doug Martin,TB,2014,Y,4,6787816,1696954,137116892,0.01237596605,11,346,335,5,6,13,66,134,503,3.8,2,290,0,9,19,13,64,4.9,0,5,567,1375,4672,28,0.3658181818,0.1213613014,0.07142857143,2200949.338,8803797.352,177840608.9
Bishop Sankey,TEN,2014,Y,4,3843446,960861.5,127601550,0.007530171068,16,376,348,3,6,4,28,152,575,3.8,2,382,2,11,22,18,133,7.4,0,8.6,708,1447,4859,26,0.397373877,0.1457089936,0.07692307692,1246237.366,4984949.462,165499210.4
Alfred Morris,WAS,2014,Y,4,2223100,555775,132411712,0.004197325083,16,598,593,1,4,9,64,265,1078,4.1,8,675,2,26,26,17,155,9.1,0,9.2,1233,1691,5738,33,0.6374926079,0.2148832346,0.2424242424,720840.175,2883360.7,171737990.5
