Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Jonathan Taylor,IND,2022,Y,4,"$7,829,150","$1,957,288","$205,811,217",0.009510110909,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$2,053,195","$8,212,778","$215,895,967"
Travis Etienne,JAX,2022,Y,4,"$12,898,105","$3,224,526","$231,233,180",0.01394491158,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$3,382,528","$13,530,112","$242,563,606"
Isiah Pacheco,KC,2022,Y,4,"$3,739,108","$934,777","$205,249,141",0.0045543528,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$980,581","$3,922,324","$215,306,349"
Josh Jacobs,OAK/LV,2022,Y,4,"$11,933,398","$2,983,350","$199,666,719",0.01494164633,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$3,129,534","$12,518,135","$209,450,388"
Austin Ekeler,SD/LAC,2022,N,4,"$24,500,000","$6,125,000","$212,129,671",0.02887384858,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$6,425,125","$25,700,500","$222,524,025"
Cam Akers,STL/LAR,2022,Y,4,"$6,173,035","$1,543,259","$200,270,156",0.007705884795,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$1,618,878","$6,475,514","$210,083,394"
Raheem Mostert,MIA,2022,N,1,"$2,125,000","$2,125,000","$208,559,442",0.01018894172,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$2,229,125","$2,229,125","$218,778,855"
Dalvin Cook,MIN,2022,N,5,"$63,000,000","$12,600,000","$208,790,359",0.06034761404,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$13,217,400","$66,087,000","$219,021,087"
Rhamondre Stevenson,NE,2022,Y,4,"$4,229,056","$1,057,264","$208,004,554",0.005082888714,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$1,109,070","$4,436,280","$218,196,777"
Alvin Kamara,NO,2022,N,5,"$75,000,000","$15,000,000","$206,828,041",0.07252401525,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$15,735,000","$78,675,000","$216,962,615"
Saquon Barkley,NYG,2022,Y,4,"$31,194,751","$7,798,688","$203,667,109",0.03829134605,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$8,180,823","$32,723,294","$213,646,797"
Breece Hall,NYJ,2022,Y,4,"$9,014,774","$2,253,694","$202,470,545",0.01113096969,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$2,364,124","$9,456,498","$212,391,602"
Miles Sanders,PHI,2022,Y,4,"$5,350,175","$1,337,544","$219,359,743",0.006097489593,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$1,403,083","$5,612,334","$230,108,370"
Najee Harris,PIT,2022,Y,4,"$13,047,447","$3,261,862","$210,658,592",0.01548411446,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$3,421,693","$13,686,772","$220,980,863"
Christian McCaffrey,SF,2022,N,4,"$64,063,500","$16,015,875","$206,082,457",0.07771585817,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$16,800,653","$67,202,612","$216,180,497"
Kenneth Walker III,SEA,2022,Y,4,"$8,441,581","$2,110,395","$215,796,566",0.009779559004,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$2,213,805","$8,855,218","$226,370,598"
Leonard Fournette,TB,2022,N,3,"$21,000,000","$7,000,000","$202,960,773",0.03448942323,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$7,343,000","$22,029,000","$212,905,851"
Derrick Henry,TEN,2022,N,4,"$50,000,000","$12,500,000","$209,793,874",0.05958229267,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$13,112,500","$52,450,000","$220,073,774"
Brian Robinson Jr.,WAS,2022,Y,4,"$5,044,908","$1,261,227","$207,402,414",0.006081062297,,,,,,,,,,#DIV/0!,,,,,,,,#DIV/0!,,,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,"$1,323,027","$5,292,108","$217,565,132"
