Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Ronnie Brown,MIA,2006,Y,6,25567005,4261167.5,102000000,0.04177615196,13,632,624,5,2,6,102,241,1003,4.161825726,5,623,5,26,37,33,276,8.363636364,0,7.9,1279,1673,4960,23,0.5995218171,0.2578629032,0.2173913043,6489758.103,38938548.62,155346000
Chester Taylor,MIN,2006,N,4,14100000,3525000,102000000,0.03455882353,15,676,660,5,11,8,98,303,1218,4.01980198,6,801,6,25,48,42,288,6.857142857,0,7.2,1506,1820,4942,25,0.6692307692,0.3047349251,0.24,5368575,21474300,155346000
Corey Dillon,NE,2006,N,5,17500000,3500000,102000000,0.03431372549,19,397,388,0,9,4,28,225,931,4.137777778,15,555,3,21,17,16,147,9.1875,0,11.4,1078,1969,5369,45,0.4728288471,0.2007822686,0.3333333333,5330500,26652500,155346000
Deuce McAllister,NO,2006,Y,6,6915000,1152500,102000000,0.01129901961,17,645,634,2,9,9,86,271,1220,4.501845018,12,773,4,23,42,37,245,6.621621622,1,7.2,1465,1761,6264,46,0.6927881885,0.2338761175,0.2826086957,1755257.5,10531545,155346000
Tiki Barber,NYG,2006,N,6,25500000,4250000,102000000,0.04166666667,17,904,877,7,19,14,130,352,1804,5.125,5,1043,3,54,76,60,480,8,0,7.4,2284,2156,5214,38,0.8367346939,0.4380514001,0.1315789474,6472750,38836500,155346000
Leon Washington,NYJ,2006,Y,4,2039250,509812.5,102000000,0.004998161765,16,549,534,7,6,11,116,162,700,4.320987654,4,390,3,16,35,29,295,10.17241379,0,10.1,995,1738,4891,32,0.4027617952,0.2034348804,0.125,776444.4375,3105777.75,155346000
Brian Westbrook,PHI,2006,N,5,25000000,5000000,102000000,0.04901960784,17,852,740,55,54,3,76,273,1474,5.399267399,10,713,4,40,116,82,717,8.743902439,4,7.8,2191,1984,6103,44,0.7429435484,0.3590037686,0.3181818182,7615000,38075000,155346000
Willie Parker,PIT,2006,N,4,16600000,4150000,102000000,0.04068627451,16,695,674,18,3,13,106,336,1495,4.449404762,13,995,6,34,40,31,226,7.290322581,3,8.6,1721,1992,5725,39,0.750502008,0.3006113537,0.4102564103,6320450,25281800,155346000
Frank Gore,SF,2006,Y,3,1524500,508166.6667,102000000,0.004982026144,16,728,708,3,15,9,105,312,1705,5.46474359,8,1126,6,44,79,61,485,7.950819672,1,7.4,2190,2172,4860,28,0.7849907919,0.450617284,0.3214285714,773937.8333,2321813.5,155346000
Shaun Alexander,SEA,2006,N,8,62000000,7750000,102000000,0.07598039216,12,616,586,6,24,1,38,302,1080,3.57615894,9,601,6,30,17,13,60,4.615384615,0,5.1,1140,1923,4977,34,0.5616224649,0.2290536468,0.2647058824,11803250,94426000,155346000
Cadillac Williams,TB,2006,Y,5,31000000,6200000,102000000,0.06078431373,14,510,483,10,17,7,55,225,799,3.551111111,1,577,3,16,37,30,196,6.533333333,0,6.9,995,1523,4321,20,0.5246224557,0.2302707707,0.05,9442600,47213000,155346000
Travis Henry,TEN,2006,N,4,20293000,5073250,102000000,0.0497377451,14,646,635,0,10,6,105,270,1211,4.485185185,7,877,2,26,22,18,78,4.333333333,0,6.1,1289,2214,4810,28,0.5469738031,0.267983368,0.25,7726559.75,30906239,155346000
Ladell Betts,WAS,2006,Y,5,3230000,646000,102000000,0.006333333333,16,641,622,9,10,5,78,245,1157,4.72244898,4,703,8,37,62,52,441,8.480769231,1,9,1598,2216,5243,32,0.5221119134,0.3047873355,0.15625,983858,4919290,155346000
