Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Theo Riddick,DET,2016,N,3,"$11,550,000","$3,850,000","$150,891,669",0.02551499381,10,423,382,21,16,2,42,92,357,3.880434783,1,251,0,11,62,53,371,7,5,7.2,728,1310,5421,33,0.272519084,0.1342925659,0.1818181818,"$4,924,150","$14,772,450","$192,990,445"
Ty Montgomery,GB,2016,Y,4,"$2,948,795","$737,199","$155,380,025",0.004744488553,18,662,400,73,34,5,53,102,548,5.37254902,5,451,3,14,59,54,425,7.87037037,0,7.3,973,1701,5900,51,0.3221634333,0.1649152542,0.09803921569,"$942,877","$3,771,509","$198,731,052"
Lamar Miller,HOU,2016,N,4,"$26,000,000","$737,199","$152,060,968",0.004848047199,16,714,689,10,14,5,68,318,1220,3.836477987,6,616,2,26,43,35,203,5.8,1,5,1423,1859,5035,23,0.6562668101,0.2826216485,0.3043478261,"$942,877","$33,254,000","$194,485,978"
Frank Gore,IND,2016,N,3,"$12,000,000","$8,666,667","$152,482,343",0.05683718191,16,650,592,12,39,10,69,263,1025,3.897338403,4,542,2,18,44,38,277,7.289473684,4,7.9,1302,1628,5830,45,0.6296068796,0.2233276158,0.1777777778,"$11,084,667","$15,348,000","$195,024,917"
T.J. Yeldon,JAX,2016,Y,4,"$5,913,774","$1,478,444","$151,632,217",0.009750193786,15,577,536,4,18,9,97,130,465,3.576923077,1,294,2,11,60,50,312,6.24,1,7.4,777,1631,5359,32,0.2851011649,0.1449897369,0.0625,"$1,890,929","$7,563,717","$193,937,606"
Spencer Ware,KC,2016,N,2,"$1,110,000","$555,000","$153,684,280",0.003611299737,15,588,549,13,13,2,31,222,956,4.306306306,4,631,5,21,46,35,448,12.8,2,11.2,1404,1748,5488,34,0.5469107551,0.2558309038,0.1764705882,"$709,845","$1,419,690","$196,562,194"
Latavius Murray,OAK/LV,2016,Y,4,"$2,266,200","$566,550","$165,508,096",0.003423095387,15,561,529,4,26,2,70,207,827,3.995169082,13,533,2,18,41,34,276,8.117647059,0,8.6,1103,1922,5973,46,0.4302809573,0.1846643228,0.2826086957,"$724,617","$2,898,470","$211,684,855"
Melvin Gordon,SD/LAC,2016,Y,4,"$10,669,773","$2,667,443","$155,470,367",0.01715724547,13,658,624,8,25,3,52,254,997,3.92519685,10,626,2,24,53,41,419,10.2195122,2,10.2,1416,1510,5708,43,0.6602649007,0.3369022127,0.2790697674,"$3,411,660","$13,646,640","$198,846,599"
Todd Gurley,STL/LAR,2016,Y,4,"$13,823,183","$3,455,796","$150,830,650",0.02291176064,16,748,706,9,26,5,65,278,885,3.183453237,6,606,2,17,55,43,327,7.604651163,0,8.2,1212,1252,4203,23,0.7068690096,#REF!,0.2608695652,"$4,419,963","$17,679,851","$192,912,401"
Jay Ajayi,MIA,2016,Y,4,"$2,500,813","$625,203","$152,560,347",0.004098071762,16,641,608,1,15,4,57,276,1306,4.731884058,8,932,4,39,36,30,163,5.433333333,0,4.5,1469,1824,5324,41,0.7160087719,#REF!,0.1951219512,"$799,635","$3,198,540","$195,124,684"
Jerick McKinnon,MIN,2016,Y,4,"$2,765,000","$691,250","$158,374,886",0.004364644026,15,516,452,7,29,4,48,159,539,3.389937107,2,325,0,11,51,43,255,5.930232558,2,6.4,794,1205,5041,29,0.4473029046,0.1575084309,0.1379310345,"$884,109","$3,536,435","$202,561,479"
LeGarrette Blount,NE,2016,N,1,"$1,000,000","$1,000,000","$148,847,888",0.006718267981,19,602,597,2,3,4,52,334,1270,3.80239521,19,831,3,31,8,8,46,5.75,0,5.8,1316,1872,6180,51,0.6784188034,0.2129449838,0.3725490196,"$1,279,000","$1,279,000","$190,376,449"
Mark Ingram,NO,2016,N,4,"$16,000,000","$4,000,000","$146,288,954",0.02734314445,16,531,500,16,15,4,45,205,1043,5.087804878,6,628,2,25,52,46,319,6.934782609,4,7.2,1362,1742,6816,55,0.5987370838,0.1998239437,0.1818181818,"$5,116,000","$20,464,000","$187,103,572"
Rashad Jennings,NYG,2016,N,4,"$10,000,000","$2,500,000","$156,074,229",0.01601801922,14,486,458,1,7,1,55,186,622,3.344086022,3,391,2,14,42,36,205,5.694444444,1,7.7,827,1412,5291,32,0.440509915,0.1563031563,0.125,"$3,197,500","$12,790,000","$199,618,939"
Matt Forte,NYJ,2016,N,3,"$12,000,000","$4,000,000","$159,256,299",0.02511674593,14,487,441,26,20,3,41,218,813,3.729357798,7,524,1,18,37,30,263,8.766666667,1,9.4,1076,1802,5268,26,0.4511653718,0.2042520881,0.3076923077,"$5,116,000","$15,348,000","$203,688,806"
Ryan Mathews,PHI,2016,N,3,"$11,000,000","$3,666,667","$153,130,894",0.02394465657,13,287,281,1,5,3,23,155,661,4.264516129,8,377,3,18,14,13,115,8.846153846,1,8.6,776,1813,5398,32,0.3645890789,0.143756947,0.28125,"$4,689,667","$14,069,000","$195,854,413"
Le'Veon Bell,PIT,2016,Y,4,"$4,120,600","$1,030,150","$151,419,973",0.006803263662,15,914,778,66,61,3,64,326,1625,4.984662577,9,994,5,45,95,79,619,7.835443038,2,8.8,2244,1760,5962,46,0.9232954545,0.3763837638,0.2391304348,"$1,317,562","$5,270,247","$193,666,145"
Carlos Hyde,SF,2016,Y,4,"$3,681,678","$920,420","$134,002,183",0.006868690341,13,535,509,4,20,4,38,217,988,4.552995392,6,664,6,26,32,27,163,6.037037037,3,5.5,1151,2019,4930,36,0.4893511639,0.2334685598,0.25,"$1,177,217","$4,708,866","$171,388,792"
Christine Michael,SEA,2016,N,1,"$725,000","$725,000","$150,301,345",0.004823642796,9,469,399,7,25,2,46,117,469,4.008547009,6,313,3,12,25,20,96,4.8,1,5.6,565,1591,5715,36,0.2947831552,0.09886264217,0.1944444444,"$927,275","$927,275","$192,235,420"
Jacquizz Rodgers,TB,2016,N,1,"$840,000","$840,000","$155,725,098",0.005394120863,10,396,334,2,3,7,49,129,560,4.341085271,2,353,0,16,15,13,98,7.538461538,0,7.2,658,1616,5542,37,0.3465346535,0.1187297005,0.05405405405,"$1,074,360","$1,074,360","$199,172,400"
DeMarco Murray,TEN,2016,N,4,"$25,250,000","$6,312,500","$150,462,723",0.04195391306,16,862,803,31,16,4,111,293,1287,4.392491468,9,699,3,32,64,53,377,7.113207547,3,6.9,1664,2187,5728,45,0.5884773663,0.2905027933,0.2666666667,"$8,073,688","$32,294,750","$192,441,823"
Robert Kelley,WAS,2016,Y,3,"$1,623,000","$541,000","$147,289,126",0.003673047799,12,379,335,4,2,4,38,168,704,4.19047619,6,477,0,15,17,12,82,6.833333333,1,6.3,786,1696,6454,42,0.4150943396,0.1217849396,0.1666666667,"$691,939","$2,075,817","$188,382,792"
