Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Mark Ingram,NO,2015,N,4,"$16,000,000","$4,000,000","$143,214,027",0.02793022502,12,533,503,14,16,8,51,166,769,4.6,6,483,2,23,57,50,405,8.1,0,9.3,1174,1491,6461,48,0.5157612341,0.1817056183,0.125,"$5,180,000","$20,720,000","$185,462,165"
Rashad Jennings,NYG,2015,N,4,"$10,000,000","$2,500,000","$128,321,422",0.01948232774,16,493,417,5,5,2,40,195,863,4.4,3,544,2,18,32,29,296,10.2,1,11,1159,1609,5952,41,0.5363579863,0.1947244624,0.09756097561,"$3,237,500","$12,950,000","$166,176,241"
Chris Ivory,NYJ,2015,N,3,"$6,000,000","$2,000,000","$153,010,332",0.01307101275,15,537,490,17,30,3,71,247,1070,4.3,7,644,4,29,34,30,217,7.2,1,9.5,1287,1868,5925,44,0.5728051392,0.2172151899,0.1818181818,"$2,590,000","$7,770,000","$198,148,380"
DeMarco Murray,PHI,2015,N,5,"$40,000,000","$8,000,000","$150,325,196",0.05321795822,15,481,463,2,16,1,19,193,702,3.6,6,386,2,19,53,44,322,7.3,1,8.9,1024,1743,5830,38,0.4027538726,0.1756432247,0.1842105263,"$10,360,000","$51,800,000","$194,671,129"
DeAngelo Williams,PIT,2015,N,3,"$10,000,000","$3,333,333","$138,860,441",0.0240049168,16,705,637,41,25,0,63,200,907,4.5,11,441,3,24,47,40,372,9.3,0,9.4,1279,1724,6327,42,0.5261020882,0.2021495179,0.2619047619,"$4,316,667","$12,950,000","$179,824,271"
Carlos Hyde,SF,2015,Y,4,"$3,681,678","$920,420","$136,740,459",0.00673114239,7,290,288,0,2,4,43,115,470,4.1,3,326,1,15,14,11,53,4.8,0,5.6,523,1544,4860,23,0.3044041451,0.1076131687,0.1304347826,"$1,191,943","$4,767,773","$177,078,894"
Thomas Rawls,SEA,2015,Y,3,"$1,590,000","$530,000","$147,364,599",0.003596521849,13,290,279,2,9,2,20,147,830,5.6,4,459,1,22,11,9,76,8.4,1,8.4,906,2268,6058,44,0.3659611993,0.1495543084,0.1136363636,"$686,350","$2,059,050","$190,837,156"
Doug Martin,TB,2015,Y,4,"$6,787,816","$1,696,954","$133,567,282",0.01270486286,16,622,617,4,1,6,69,288,1402,4.9,6,906,6,33,41,33,271,8.2,1,7,1673,2162,6014,34,0.6484736355,0.2781842368,0.2058823529,"$2,197,555","$8,790,222","$172,969,630"
Antonio Andrews,TEN,2015,Y,2,"$930,000","$465,000","$128,662,671",0.003614101871,14,527,414,4,4,3,69,143,520,3.6,3,351,1,12,27,21,174,8.3,0,8.6,694,1485,4988,35,0.3501683502,0.1391339214,0.08571428571,"$602,175","$1,204,350","$166,618,159"
Alfred Morris,WAS,2015,Y,4,"$2,233,100","$558,275","$139,789,532",0.003993682445,17,420,406,2,3,5,40,213,801,3.8,1,478,0,16,11,10,55,5.5,0,3.8,856,1566,5661,39,0.5114942529,0.1512100336,0.02564102564,"$722,966","$2,891,865","$181,027,444"
