Player Name,Team,Year,Rookie Contract (Y/N),Contract Length,Total Pay,Yearly Pay (AAV),Team Payroll,Player Percentage of Payroll,Games Played,Snaps Played,Backfield Snaps,Slot Snaps,Wide snaps,QB Pressure Allowed (PR),Total Pressure Oppurtnuties (OPP),Rush Attempts,Rush Yards,Rush YPA,Rush TDs,Rush Yac (YCO),Fumbles,Explosive Runs (10+),Recieving Targets,Recieving Receptions,Recieving Yards,Y/Rec,Receiving TDs,YAC/REC,All-Purpose Yards,Team Rushing Yards,Team Total Yards,Team Total Touchdowns,Player Percentage of Rushing Yards,Player Percentage of Offensive Yards,Player Percentage of Touchdowns,AAV Adjusted,Total Pay Adjusted,Payroll Adjusted
Kerryon Johnson,DET,2019,Y,4,6503691,1625922.75,176627499,0.009205377188,8,274,260,3,11,3,39,113,403,3.566371681,3,305,1,8,15,10,127,12.7,1,12.3,530,1649,5549,37,0.2443905397,0.09551270499,0.1081081081,1952733.223,7810932.891,212129626.3
Aaron Jones,GB,2019,Y,4,2601937,650484.25,191756597,0.003392239225,18,756,668,26,57,6,73,268,1196,4.462686567,19,819,2,27,74,56,511,9.125,4,8.9,1707,1795,5524,44,0.6662952646,0.3090152064,0.5227272727,781231.5843,3124926.337,230299673
Carlos Hyde,HOU,2019,N,1,2800000,2800000,198106556,0.01413380787,18,608,559,0,48,1,25,274,1162,4.240875912,6,750,4,23,19,14,65,4.642857143,1,5.1,1227,2009,5792,46,0.5783972125,0.2118439227,0.152173913,3362800,3362800,237925973.8
Marlon Mack,IND,2019,Y,4,2819648,704912,196100572,0.003594645303,14,510,497,8,5,7,33,247,1091,4.417004049,8,693,0,28,16,14,82,5.857142857,0,5.7,1173,2130,5238,42,0.5122065728,0.2239404353,0.1904761905,846599.312,3386397.248,235516787
Leonard Fournette,JAX,2019,Y,4,27150842,6787710.5,190540169,0.03562351464,15,900,858,12,30,14,79,265,1152,4.347169811,3,886,1,31,95,76,522,6.868421053,0,7.5,1674,1708,5468,28,0.6744730679,0.3061448427,0.1071428571,8152040.311,32608161.24,228838743
Damien Williams,KC,2019,N,2,5100000,2550000,166507002,0.01531467127,14,562,504,24,19,2,46,157,694,4.420382166,9,507,2,10,52,41,307,7.487804878,4,7.7,1001,1569,6067,48,0.442319949,0.1649909346,0.2708333333,3062550,6125100,199974909.4
Josh Jacobs,OAK/LV,2019,Y,4,11933398,2983349.5,173145802,0.01723027336,13,460,439,4,16,0,34,242,1150,4.752066116,7,842,1,25,26,20,166,8.3,0,9.6,1316,1893,5819,37,0.6075013207,0.2261556969,0.1891891892,3583002.75,14332011,207948108.2
Melvin Gordon,SD/LAC,2019,Y,4,10669773,2667443.25,184097522,0.0144892947,12,427,389,15,23,2,13,162,612,3.777777778,8,399,5,14,52,42,296,7.047619048,1,7.7,908,1453,5879,37,0.4211975224,0.1544480354,0.2432432432,3203599.343,12814397.37,221101123.9
Todd Gurley,STL/LAR,2019,N,4,57500000,14375000,180977365,0.07942982262,15,787,689,66,32,10,109,223,857,3.843049327,12,620,3,21,45,31,207,6.677419355,2,6.3,1064,1499,5998,44,0.5717144763,0.1773924642,0.3181818182,17264375,69057500,217353815.4
Mark Walton,MIA,2019,N,1,495000,495000,175757955,0.002816373233,7,232,188,6,3,3,26,53,201,3.79245283,0,163,2,6,19,15,89,5.933333333,0,7.9,290,1156,4960,34,0.1738754325,0.05846774194,0,594495,594495,211085304
Dalvin Cook,MIN,2019,Y,4,6353334,1588333.5,191016955,0.008315144067,16,704,676,7,18,6,40,287,1247,4.344947735,15,852,7,28,73,62,563,9.080645161,0,10.5,1810,2133,5656,46,0.5846225973,0.3200141443,0.3260869565,1907588.534,7630354.134,229411363
Sony Michel,NE,2019,Y,4,9626695,2406673.75,194988547,0.01234264159,17,462,431,3,9,3,34,261,973,3.727969349,7,679,2,26,21,14,103,7.357142857,0,9.1,1076,1703,5664,47,0.5713446858,0.1899717514,0.1489361702,2890415.174,11561660.7,234181244.9
Alvin Kamara,NO,2019,Y,4,3857772,964443,187888357,0.005133064206,15,678,532,63,71,2,24,178,818,4.595505618,6,557,5,19,104,89,567,6.370786517,1,6.8,1385,1738,5982,51,0.4706559264,0.2315279171,0.137254902,1158296.043,4633184.172,225653916.8
Saquon Barkley,NYG,2019,Y,4,31194751,7798687.75,194612924,0.04007281526,13,730,690,10,29,6,86,217,1003,4.622119816,6,700,2,27,69,52,438,8.423076923,2,8.6,1441,1685,5416,43,0.5952522255,0.2660635155,0.1860465116,9366223.988,37464895.95,233730121.7
Le'Veon Bell,NYJ,2019,N,4,52500000,13125000,188464903,0.06964161386,15,782,708,28,41,5,68,245,789,3.220408163,3,653,2,12,74,66,461,6.984848485,1,6.9,1250,1257,4638,29,0.6276849642,0.269512721,0.1379310345,15763125,63052500,226346348.5
Miles Sanders,PHI,2019,Y,4,5350175,1337543.75,170362399,0.007851167616,17,697,614,25,21,8,74,193,887,4.595854922,3,633,2,19,67,53,517,9.754716981,3,8.2,1404,1939,5772,44,0.457452295,0.2432432432,0.1363636364,1606390.044,6425560.175,204605241.2
James Conner,PIT,2019,Y,4,3161523,790380.75,206404929,0.003829272653,10,328,205,12,9,4,25,116,464,4,4,319,1,16,38,34,251,7.382352941,3,8.8,715,1447,4428,27,0.3206634416,0.1614724481,0.2592592593,949247.2808,3796989.123,247892319.7
Raheem Mostert,SF,2019,N,3,8700000,2900000,220650341,0.01314296632,18,673,434,8,19,4,46,190,1108,5.831578947,13,707,1,33,24,17,188,11.05882353,2,11.1,1296,2305,6097,54,0.4806941432,0.2125635558,0.2777777778,3482900,10448700,265001059.5
Chris Carson,SEA,2019,Y,4,2465129,616282.25,184894364,0.003333158657,15,723,679,27,17,11,69,278,1230,4.424460432,7,1008,8,32,44,37,266,7.189189189,2,8.7,1496,2200,5991,48,0.5590909091,0.2497078952,0.1875,740154.9823,2960619.929,222058131.2
Ronald Jones II,TB,2019,Y,4,7071908,1767977,184939978,0.009559734024,16,421,401,6,8,8,49,172,724,4.209302326,6,509,4,20,38,31,309,9.967741935,0,9.7,1033,1521,6366,50,0.4760026298,0.1622683003,0.12,2123340.377,8493361.508,222112913.6
Derrick Henry,TEN,2019,Y,4,5407928,1351982,197086185,0.006859851694,18,721,699,9,6,6,49,386,1985,5.142487047,18,1605,5,52,28,23,227,9.869565217,2,12.2,2212,2223,5806,52,0.8929374719,0.3809851877,0.3846153846,1623730.382,6494921.528,236700508.2
Adrian Peterson,WAS,2019,N,2,5030000,2515000,180627946,0.01392364834,16,403,399,1,3,5,29,211,898,4.255924171,5,634,3,25,22,17,142,8.352941176,0,8.4,1040,1583,4395,28,0.5672773215,0.236632537,0.1785714286,3020515,6041030,216934163.1
